"PID","Status","Progress","Duration..in.seconds.","Finished","consent","zs_class_1","zs_class_2","zs_class_3","SDO_1","SDO_2","SDO_3","SDO_4","SDO_5","SDO_6","SDO_7","SDO_8","zsm_1","zsm_2","zsm_3","zsm_4","zsm_5","zsm_6","zsm_7","check_1","soli_1","soli_2","soli_3","soli_4","soli_5","soli_6","lnktfate","support","impact_groups_1","impact_groups_2","impact_groups_DO_1","impact_groups_DO_2","ideo_1","ideo_2","ideo_3","ideo_4","ideo_5","ideo_DO_1","ideo_DO_2","ideo_DO_3","ideo_DO_4","ideo_DO_5","vote_2024_6_TEXT","age","gender_.99_TEXT","race_8_TEXT","class_7_TEXT","feedback","policy","FL_57_DO_FL_58","FL_57_DO_FL_59","FL_57_DO_FL_60","FL_57_DO_FL_61","FL_57_DO_FL_62","FL_57_DO_FL_63","FL_64_DO_FL_65","FL_64_DO_FL_74","FL_65_DO_Zero.sum.class","FL_65_DO_SDO","FL_65_DO_Zero.summindset","FL_65_DO_ClassSolidarity","FL_65_DO_LinkedFate","Zero.sum.class_DO_zs_class_1","Zero.sum.class_DO_intro","Zero.sum.class_DO_zs_class_3","Zero.sum.class_DO_zs_class_2","SDO_DO_intro","SDO_DO_SDO_1","SDO_DO_SDO_2","SDO_DO_SDO_3","SDO_DO_SDO_4","SDO_DO_SDO_5","SDO_DO_SDO_6","SDO_DO_SDO_7","SDO_DO_SDO_8","Zero.summindset_DO_intro","Zero.summindset_DO_zsm_4","Zero.summindset_DO_zsm_1","Zero.summindset_DO_zsm_5","Zero.summindset_DO_zsm_6","Zero.summindset_DO_check_1","Zero.summindset_DO_zsm_7","Zero.summindset_DO_zsm_2","Zero.summindset_DO_zsm_3","ClassSolidarity_DO_soli_6","ClassSolidarity_DO_intro","ClassSolidarity_DO_soli_4","ClassSolidarity_DO_soli_2","ClassSolidarity_DO_soli_5","ClassSolidarity_DO_soli_1","ClassSolidarity_DO_soli_3","Support.impact_DO_support","Support.impact_DO_impact_groups","party_id","vote_2020","vote_2024","gender","class","race_1","race_2","race_3","race_4","race_5","race_6","race_7","race_8","income","edu"
"HY094jk","0","100","1030","1","1","6","7","2","5","4","7","7","3","2","6","7","2","2","4","4","6","2","6","7","6","6","6","7","7","6","6","4","0","0","2","1","1","7","7","1","7","3","2","5","1","4","","21","","","","","health","","","","","1","","1","2","3","5","4","2","1","2","1","3","4","1","8","5","9","3","6","7","2","4","1","6","7","5","9","2","4","3","8","2","1","7","3","4","6","5","2","1","Democrat","Joe Biden","Robert F. Kennedy Jr.","woman","Lower Class","White","Hispanic, Latino, or Spanish origin","","","","","","","$60,001-$80,000","4yearColl"
"GO784dj","0","100","714","1","1","5","4","4","3","3","4","2","7","4","1","5","2","4","4","3","4","5","6","5","5","6","5","6","5","4","6","1","-1","3","1","2","1","2","1","4","1","1","4","3","5","2","","31","","","","","debt","","1","","","","","2","1","5","4","1","3","2","2","1","4","3","1","3","2","9","4","6","7","5","8","1","8","7","3","2","9","5","4","6","6","1","2","5","3","4","7","2","1","Independent","I did not vote","I will not vote","man","Lower Middle Class","White","","","","","","","","$20,001-$40,000","4yearColl"
"BY645zx","0","100","760","1","1","3","3","5","3","3","5","6","5","6","6","5","3","3","3","5","5","3","5","5","3","5","6","5","5","5","5","6","1","0","1","2","2","4","4","3","4","2","1","5","4","3","","29","","","","","health","","","","","1","","1","2","1","3","2","5","4","2","1","4","3","1","2","7","3","8","4","5","9","6","1","2","3","7","6","8","5","9","4","2","1","5","3","6","4","7","1","2","Democrat","Joe Biden","Joe Biden","man","Middle Class","","","","Asian","","","","","$40,001-$60,000","4yearColl"
"OK489mx","0","100","898","1","1","7","7","1","1","1","7","7","1","1","7","7","2","3","1","2","6","2","6","5","7","7","7","7","7","7","7","7","2","0","2","1","1","7","7","4","7","1","3","5","4","2","","24","","","","","minwage","1","","","","","","1","2","2","4","1","3","5","2","1","4","3","1","2","3","5","4","8","6","9","7","1","2","4","7","8","6","3","9","5","5","1","7","2","3","6","4","2","1","Democrat","Joe Biden","Joe Biden","woman","Working Class","White","","","","","","","","$40,001-$60,000","4yearColl"
"SS446tx","0","100","1048","1","1","4","2","4","7","4","1","7","7","4","6","4","1","1","1","1","4","1","2","1","7","6","7","4","4","4","6","6","2","1","2","1","3","4","5","4","4","3","5","2","4","1","","36","","","","","minwage","1","","","","","","2","1","2","3","4","5","1","4","1","2","3","1","4","6","7","8","3","5","2","9","1","3","8","6","2","4","7","5","9","7","1","4","3","2","6","5","1","2","Democrat","Joe Biden","Joe Biden","man","Upper Middle Class","","","Black or African American","","","","","","$80,001-$100,000","4yearColl"
"MU162ux","0","100","1106","1","1","5","6","6","3","3","6","6","3","5","6","7","2","5","1","3","6","2","5","5","4","5","5","6","5","5","5","6","1","2","2","1","5","1","1","1","2","1","5","2","4","3","","37","","","","","health","","","","","1","","1","2","1","3","2","4","5","3","1","2","4","1","8","5","3","7","9","6","2","4","1","7","9","5","4","3","6","8","2","4","1","3","7","2","6","5","1","2","Republican","Donald Trump","Donald Trump","woman","Upper Middle Class","White","","","","","","","","$60,001-$80,000","4yearColl"
"SQ516lz","0","100","653","1","1","5","4","3","4","2","7","5","5","4","6","6","4","4","2","3","6","4","6","5","6","6","5","6","5","5","3","7","2","1","1","2","4","5","3","4","4","2","1","3","5","4","","70","","","","thank you","weed","","","","","","1","2","1","4","2","3","1","5","2","1","3","4","1","5","9","6","8","2","7","3","4","1","9","3","5","4","7","6","8","2","5","1","7","2","3","6","4","2","1","Democrat","Joe Biden","Joe Biden","man","Working Class","White","","","","","","","","$40,001-$60,000","2yearColl"
"TZ321lb","0","100","1243","1","1","7","6","2","1","1","7","7","1","1","7","7","6","6","3","4","2","6","3","5","6","6","7","7","7","7","6","7","3","-1","1","2","","5","4","","6","2","4","1","3","5","","23","","","","","minwage","1","","","","","","1","2","1","5","4","2","3","3","1","2","4","1","6","3","7","9","5","8","2","4","1","7","4","6","2","8","3","9","5","6","1","3","2","7","4","5","1","2","Democrat","Joe Biden","Joe Biden","man","Working Class","","","","Asian","","","","","$0-$20,000","4yearColl"
"AF230ed","0","100","1227","1","1","4","4","3","2","1","5","6","3","3","6","6","4","4","3","4","4","4","5","5","4","6","5","5","5","5","5","5","2","1","2","1","4","4","","4","4","5","4","2","1","3","","27","","","","n/a","climate","","","1","","","","1","2","4","1","3","2","5","3","1","4","2","1","4","9","6","8","7","5","3","2","1","3","6","2","5","8","9","7","4","4","1","5","2","6","3","7","2","1","Independent","I did not vote","I will not vote","man","Middle Class","","","","Asian","","","","","$80,001-$100,000","4yearColl"
"GA414dw","0","100","273","1","1","4","4","3","1","2","7","7","1","1","7","7","4","4","3","5","3","4","6","5","6","6","6","6","6","6","6","7","2","0","2","1","3","3","4","3","4","1","2","5","3","4","","40","","","","","weed","","","","","","1","1","2","1","2","5","4","3","3","1","4","2","1","7","5","2","4","6","3","8","9","1","3","9","4","2","6","7","8","5","5","1","7","4","3","2","6","2","1","Independent","I did not vote","I will not vote","woman","Middle Class","","","Black or African American","","","","","","$160,001-$180,000","GED"
"DP156lw","0","100","869","1","1","6","5","3","5","5","7","6","2","2","6","7","5","5","5","5","2","6","5","5","6","7","6","7","7","7","6","6","3","3","1","2","3","3","7","6","4","3","1","2","5","4","","25","","","","","weed","","","","","","1","1","2","2","1","5","4","3","4","1","3","2","1","8","2","7","4","9","6","3","5","1","6","9","4","3","8","7","5","2","7","1","3","6","5","4","2","1","2","Democrat","Joe Biden","Joe Biden","woman","Middle Class","","","Black or African American","","","","","","$60,001-$80,000","4yearColl"
"CJ624ys","0","100","869","1","1","6","4","6","5","3","6","6","6","3","4","5","5","6","4","6","6","4","3","5","7","5","6","4","6","5","5","5","1","2","2","1","5","4","3","5","4","4","2","5","1","3","","27","","","","had a great study","housing","","","","1","","","1","2","4","5","3","1","2","4","1","2","3","1","5","4","6","9","3","7","8","2","1","5","7","2","3","4","8","9","6","3","1","5","6","7","4","2","2","1","Democrat","Joe Biden","Joe Biden","woman","Upper Middle Class","White","","","","","","","","$40,001-$60,000","4yearColl"
"CT183pt","0","100","204","1","1","7","7","1","1","1","7","7","1","1","7","7","1","1","1","1","7","1","7","5","7","7","7","7","7","7","6","7","3","-3","1","2","1","7","4","1","7","3","2","5","1","4","","32","","","","","debt","","1","","","","","1","2","4","5","2","3","1","3","1","4","2","1","6","2","3","5","4","8","9","7","1","9","6","5","8","2","7","4","3","4","1","3","6","5","2","7","2","1","Democrat","Joe Biden","Joe Biden","man","Lower Middle Class","","Hispanic, Latino, or Spanish origin","","","","","","","$40,001-$60,000","2yearColl"
"EB091av","0","100","465","1","1","4","4","3","1","1","6","6","1","1","6","6","2","2","3","3","3","2","2","5","6","5","6","5","6","6","6","6","2","0","2","1","3","","1","","2","1","3","5","2","4","","33","","","","","debt","","1","","","","","2","1","1","4","5","3","2","3","1","2","4","1","8","4","3","5","6","9","2","7","1","6","8","7","3","4","5","2","9","4","1","2","5","6","3","7","1","2","Republican","Donald Trump","Donald Trump","man","Middle Class","","","Black or African American","","","","","","$180,001-$200,000","PHD"
"JN292lr","0","100","348","1","1","1","1","4","1","1","7","7","1","1","1","7","4","1","1","1","1","1","1","5","7","7","7","4","1","4","7","4","1","0","2","1","2","4","5","4","3","2","5","1","3","4","","36","","","","","climate","","","1","","","","1","2","3","5","4","1","2","3","1","4","2","1","3","6","7","9","4","5","8","2","1","7","2","6","4","3","9","8","5","4","1","2","6","5","7","3","1","2","Democrat","Joe Biden","Joe Biden","woman","Upper Middle Class","","","Black or African American","","","","","","$100,001-$120,000","4yearColl"
"HH839oo","0","100","67","1","1","7","7","7","1","1","7","7","2","1","5","7","7","7","7","7","7","7","7","7","7","6","5","5","6","6","6","1","-2","-1","1","2","","","","","","1","4","3","2","5","","33","","","","","weed","","","","","","1","2","1","3","1","4","2","5","2","1","3","4","1","7","9","6","5","3","8","2","4","1","5","6","7","8","4","9","2","3","5","1","6","4","3","7","2","2","1","Independent","I did not vote","I will not vote","man","Lower Middle Class","White","","","","","","","","$80,001-$100,000","4yearColl"
"II068si","0","100","1136","1","1","7","5","3","1","1","7","7","1","1","7","7","2","4","1","4","2","2","6","5","7","7","7","7","7","7","7","7","3","0","1","2","1","7","7","2","7","3","2","1","4","5","","39","","","","","minwage","1","","","","","","2","1","5","1","2","4","3","2","1","3","4","1","4","5","3","7","8","2","6","9","1","2","5","3","9","8","4","7","6","3","1","6","2","5","7","4","1","2","Independent","I did not vote","Joe Biden","man","Working Class","White","","","","","","","","$80,001-$100,000","GED"
"LG952un","0","100","1123","1","1","5","4","2","1","1","7","7","2","2","7","7","3","2","1","3","5","2","5","5","7","7","7","7","7","7","6","6","2","0","1","2","1","4","6","2","7","1","2","4","5","3","","36","","","","thanks","housing","","","","1","","","1","2","2","1","5","3","4","4","1","2","3","1","5","7","9","6","3","4","2","8","1","5","2","7","4","8","6","3","9","6","1","2","4","7","5","3","1","2","Democrat","Joe Biden","Joe Biden","man","Middle Class","White","","","","","","","","$80,001-$100,000","4yearColl"
"CV152ol","0","100","1021","1","1","5","5","2","6","7","6","6","6","7","7","6","5","5","6","5","5","5","5","6","6","6","6","5","7","6","6","6","3","2","2","1","3","2","7","4","6","3","2","4","5","1","","25","","","","","health","","","","","1","","2","1","2","3","1","4","5","3","1","2","4","1","9","8","6","5","3","7","4","2","1","4","6","2","9","5","7","3","8","4","1","6","2","3","5","7","1","2","Democrat","Joe Biden","Joe Biden","man","Middle Class","","Hispanic, Latino, or Spanish origin","Black or African American","","","","","","$20,001-$40,000","4yearColl"
"IC505nt","0","100","218","1","1","3","3","6","2","2","6","6","3","3","5","6","2","2","2","3","6","1","6","5","6","5","5","6","5","5","6","5","1","1","2","1","3","5","5","","5","4","2","3","5","1","","38","","","","","climate","","","1","","","","1","2","5","4","2","3","1","3","1","4","2","1","8","4","9","7","3","5","6","2","1","4","2","8","6","7","9","3","5","5","1","2","4","6","7","3","1","2","Democrat","Joe Biden","Joe Biden","man","Working Class","White","","","","","","","","$40,001-$60,000","GED"
"AC024iq","0","100","1059","1","1","7","7","1","1","1","7","7","1","1","7","7","1","1","1","1","7","1","7","5","7","7","7","7","7","7","7","6","1","0","1","2","5","7","6","3","7","2","3","4","1","5","","32","","","","","climate","","","1","","","","2","1","5","1","2","4","3","2","1","3","4","1","6","2","7","5","3","4","8","9","1","7","5","3","6","4","8","9","2","6","1","4","2","5","3","7","1","2","Democrat","Joe Biden","Joe Biden","woman","Lower Middle Class","White","","","","","","","","$40,001-$60,000","GED"
"NH728ci","0","100","1097","1","1","6","6","2","5","6","7","3","5","2","5","6","3","5","2","2","3","3","6","5","6","7","7","7","7","7","7","7","3","2","1","2","1","5","","","6","3","1","5","4","2","Dean Phillips? Not sure yet.","22","","","","","minwage","1","","","","","","2","1","1","5","2","3","4","4","1","3","2","1","6","3","9","4","2","7","5","8","1","4","7","2","3","5","9","8","6","7","1","5","3","4","2","6","1","2","Democrat","Joe Biden","Other","woman","Middle Class","White","","","","","","","","$60,001-$80,000","GED"
"QT453vy","0","100","231","1","1","2","1","6","1","1","7","3","1","1","7","7","1","1","1","2","7","1","7","5","5","7","6","7","7","7","3","7","3","0","1","2","1","3","1","1","6","3","5","4","1","2","","31","","","","I have no additional comments to add.","minwage","1","","","","","","1","2","4","2","5","1","3","2","1","4","3","1","4","6","2","8","7","5","3","9","1","3","5","2","4","7","9","8","6","2","1","4","3","7","6","5","2","1","Democrat","Joe Biden","Joe Biden","man","Upper Middle Class","","","","Asian","","","","","$140,001-$160,000","MA"
"BU020cv","0","100","1410","1","1","4","4","4","1","2","7","7","1","2","7","7","6","6","7","5","3","5","4","5","3","6","4","7","7","7","7","6","3","1","2","1","2","6","5","3","6","1","5","4","2","3","","28","","","","","health","","","","","1","","2","1","5","2","3","4","1","4","1","2","3","1","5","3","8","7","2","9","4","6","1","3","4","7","8","5","9","6","2","2","1","4","3","7","5","6","1","2","Democrat","I did not vote","Joe Biden","man","Lower Class","White","","","","","","","","$0-$20,000","GED"
"PD414ip","0","100","1238","1","1","7","7","1","1","1","7","7","1","1","7","7","2","4","1","5","5","5","4","5","6","7","7","6","7","6","4","7","3","0","1","2","4","6","4","5","4","4","5","1","3","2","","35","","","","","health","","","","","1","","2","1","5","1","2","3","4","3","1","2","4","1","7","2","4","6","5","3","8","9","1","7","8","4","2","9","5","6","3","6","1","2","3","7","4","5","1","2","Democrat","Joe Biden","Joe Biden","woman","Middle Class","White","","","","","","","","$140,001-$160,000","MA"
"BD828kl","0","100","1164","1","1","2","5","6","5","3","4","4","6","6","4","5","2","3","3","3","5","2","3","5","4","4","4","5","4","4","5","6","2","-1","1","2","2","4","2","6","5","1","4","3","5","2","","38","","","","","minwage","1","","","","","","1","2","5","1","3","4","2","3","1","4","2","1","9","8","3","6","4","2","7","5","1","4","5","6","9","7","3","8","2","2","1","3","6","4","7","5","1","2","Independent","I did not vote","Jill Stein","man","Upper Middle Class","White","Hispanic, Latino, or Spanish origin","","","","","","","Over $200,000","MA"
"RL569jj","0","100","100","1","1","5","5","3","4","4","5","5","5","4","5","5","4","4","5","5","3","4","4","5","4","5","5","5","5","4","5","5","1","-1","1","2","2","1","2","1","2","1","4","2","3","5","","32","","","","","housing","","","","1","","","2","1","3","4","5","1","2","2","1","3","4","1","9","3","6","4","7","5","8","2","1","4","6","2","9","3","7","5","8","2","1","4","5","6","3","7","2","1","Independent","I did not vote","I will not vote","woman","Middle Class","","","","Asian","","","","","$100,001-$120,000","PHD"
"JS438sg","0","100","187","1","1","5","4","3","2","2","6","7","5","2","7","7","2","2","2","3","6","2","6","5","6","6","7","5","6","7","5","7","3","1","2","1","7","7","7","7","7","2","4","1","3","5","","46","","","","","health","","","","","1","","2","1","1","5","2","4","3","3","1","2","4","1","2","9","7","6","5","4","8","3","1","4","7","3","6","8","5","9","2","6","1","4","3","5","2","7","1","2","Democrat","Joe Biden","Joe Biden","man","Upper Middle Class","","","","Asian","","","","","Over $200,000","MA"
"TQ230oy","0","100","200","1","1","3","3","5","1","1","7","7","1","1","7","7","2","2","2","3","6","2","6","5","6","7","6","7","5","7","5","7","2","2","2","1","2","6","6","","6","3","2","5","4","1","","63","","","","","climate","","","1","","","","1","2","4","3","5","2","1","2","1","4","3","1","3","4","9","7","5","2","8","6","1","7","5","8","9","3","6","2","4","6","1","7","2","5","3","4","2","1","Democrat","Joe Biden","Joe Biden","woman","Middle Class","White","","","","","","","","$80,001-$100,000","4yearColl"
"VC799wm","0","100","145","1","1","7","7","1","1","1","7","7","1","1","7","7","2","4","2","2","5","2","6","5","7","7","7","7","7","6","6","7","3","0","2","1","5","4","5","2","1","5","2","3","1","4","","40","","","","","minwage","1","","","","","","2","1","3","1","4","5","2","2","1","3","4","1","2","6","8","4","7","5","3","9","1","4","6","8","9","7","5","2","3","2","1","5","6","4","3","7","1","2","Democrat","Joe Biden","Joe Biden","woman","Lower Middle Class","","Hispanic, Latino, or Spanish origin","","","","","","","$60,001-$80,000","4yearColl"
"LB667ne","0","100","156","1","1","5","5","4","3","2","5","6","4","3","4","6","4","3","3","3","5","3","5","5","3","5","4","5","5","5","4","5","1","0","1","2","1","2","3","","","4","5","3","1","2","","36","","","","","housing","","","","1","","","1","2","3","1","2","5","4","3","1","2","4","1","9","6","2","5","4","7","3","8","1","3","5","2","9","6","8","7","4","4","1","3","2","5","6","7","2","1","Democrat","I did not vote","I will not vote","woman","Working Class","White","","","","","","","","$20,001-$40,000","GED"
"HS461ja","0","100","320","1","1","1","1","7","7","7","1","1","7","7","1","1","7","7","7","7","1","7","7","5","1","1","1","1","1","1","1","1","2","-2","1","2","7","1","1","6","2","5","4","3","2","1","","33","","","","","debt","","1","","","","","2","1","2","3","1","4","5","3","1","4","2","1","3","5","2","7","6","9","4","8","1","9","6","5","4","3","7","2","8","6","1","4","2","7","5","3","2","1","Republican","Donald Trump","Donald Trump","man","Upper Middle Class","White","","","","","","","","Over $200,000","GED"
"UD129hp","0","100","2056","1","1","5","4","3","1","1","7","7","1","1","7","7","4","4","2","4","4","5","3","5","7","7","7","7","7","7","7","6","3","0","2","1","","","","","","5","2","3","4","1","Unsure yet","52","","","","I timed out but they wouldn't let me return it so I finished the entire study. Hopefully I will still get paid for it since they wouldn't let me return it. I don't think I went too much over the time limit anyway","housing","","","","1","","","2","1","1","4","5","2","3","4","1","3","2","1","7","4","8","9","3","2","5","6","1","6","5","7","2","3","4","9","8","5","1","6","3","4","7","2","1","2","Independent","Joe Biden","Other","woman","Middle Class","White","","","","","","","","$60,001-$80,000","GED"
